Round,Institute,Program,Quota,Seat,Gender,Note,Opening Rank (int),Closing Rank (int)
Round 2,"S.R.Institute Of Management & Technology,Lucknow",Computer Science and Engineering (Artificial Intelligence),HS,OPEN,Female-only (including Supernumerary),,1375002,1375002
Round 2,"Rajkiya Engineering College,Bijnor",Civil Engineering,HS,SC,Gender-Neutral,,582341,582341
Round 2,"Rajkiya Engineering College,Kannauj",Civil Engineering,HS,SC,Gender-Neutral,,1177744,1177744
Round 2,"Rajkiya Engineering College,Kannauj",Computer Science and Engineering,HS,EWS,Female-only (including Supernumerary),,317244,317244
Round 2,"Rajkiya Engineering College,Kannauj",Computer Science and Engineering,HS,OPEN,Gender-Neutral,AF,349185,385747
Round 2,"Rajkiya Engineering College,Kannauj",Computer Science and Engineering,HS,ST,Gender-Neutral,,991682,991682
Round 2,"Rajkiya Engineering College,Kannauj",Civil Engineering,HS,OBC-NCL,Gender-Neutral,,848484,1409039
Round 2,Greater Noida College,Computer Science And Engineering(Data Science),HS,OPEN,Gender-Neutral,,503921,503921
Round 2,Greater Noida College,Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),HS,OPEN,Gender-Neutral,TF,1419952,1419952
Round 2,Greater Noida College,Computer Science and Engineering (Artificial Intelligence),HS,OPEN,Gender-Neutral,,1040700,1040700
Round 2,"Nitra Technical Campus,Ghaziabad",Computer Science and Engineering,HS,SC,Female-only (including Supernumerary),,1011596,1011596
Round 2,"Nitra Technical Campus,Ghaziabad",Computer Science and Engineering,HS,ST,Gender-Neutral,,1192278,1192278
Round 2,"Rajkiya Engineering College,Kannauj",Electrical Engineering,HS,EWS,Female-only (including Supernumerary),,993024,1040619
Round 2,"Nitra Technical Campus,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,EWS,Female-only (including Supernumerary),,594877,594877
Round 2,Greater Noida College,Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,1185607,1185607
Round 2,"Rajkiya Engineering College,Mainpuri",Computer Science and Engineering,HS,EWS,Female-only (including Supernumerary),,408079,414837
Round 2,"Rajkiya Engineering College,Mainpuri",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,184329,184329
Round 2,"Rajkiya Engineering College,Mainpuri",Electrical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,1086695,1217072
Round 2,"Rajkiya Engineering College,Mainpuri",Electrical Engineering,HS,EWS,Gender-Neutral,,757028,895024
Round 2,"Rajkiya Engineering College,Mainpuri",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),,538029,1075637
Round 2,"Rajkiya Engineering College,Mainpuri",Electrical Engineering,HS,SC,Gender-Neutral,,1012765,1404159
Round 2,"Bansal Institute Of Engineering & Technology,Lucknow",Electrical Engineering,HS,OPEN,Gender-Neutral,,1015559,1015559
Round 2,"Rajkiya Engineering College,Mainpuri",Electrical Engineering,HS,OBC-NCL,Gender-Neutral,,660288,777240
Round 2,"Rajkiya Engineering College,Kannauj",Electrical Engineering,HS,SC,Female-only (including Supernumerary),,1050962,1050962
Round 2,"Rajkiya Engineering College,Kannauj",Electrical Engineering,HS,SC,Gender-Neutral,,728903,1185636
Round 2,"Rajkiya Engineering College,Kannauj",Electrical Engineering,HS,ST,Gender-Neutral,,1302721,1302721
Round 2,"Rajkiya Engineering College,Mainpuri",Civil Engineering,HS,SC,Gender-Neutral,,1147709,1147709
Round 2,"Rajkiya Engineering College,Kannauj",Electronics Engineering,HS,SC,Female-only (including Supernumerary),,1127116,1127116
Round 2,"Rajkiya Engineering College,Kannauj",Electronics Engineering (FW),HS,OPEN,Gender-Neutral,TF,271814,297038
Round 2,"Rajkiya Engineering College,Mainpuri",Civil Engineering,HS,OBC-NCL,Gender-Neutral,,924798,1462734
Round 2,"Rajkiya Engineering College,Mainpuri",Civil Engineering,HS,EWS,Gender-Neutral,,992819,992819
Round 2,"Rajkiya Engineering College,Azamgarh",Information Technology,HS,OPEN,Gender-Neutral,AF,1287295,1287295
Round 2,"Rajkiya Engineering College,Azamgarh",Information Technology,HS,SC,Female-only (including Supernumerary),,1190107,1337524
Round 2,"Rajkiya Engineering College,Azamgarh",Mechanical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,924993,994374
Round 2,"Rajkiya Engineering College,Azamgarh",Mechanical Engineering,HS,OBC-NCL,Gender-Neutral,,683372,957174
Round 2,"Rajkiya Engineering College,Azamgarh",Mechanical Engineering,HS,EWS,Female-only (including Supernumerary),,1209947,1209947
Round 2,"Rajkiya Engineering College,Azamgarh",Mechanical Engineering,HS,EWS,Gender-Neutral,,766026,1299293
Round 2,"Rajkiya Engineering College,Azamgarh",Civil Engineering,HS,EWS,Gender-Neutral,,887148,887148
Round 2,"Rajkiya Engineering College,Azamgarh",Civil Engineering,HS,OBC-NCL,Gender-Neutral,,664057,1102925
Round 2,"Rajkiya Engineering College,Azamgarh",Civil Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,1282435,1282435
Round 2,"Rajkiya Engineering College,Bijnor",Information Technology,HS,EWS,Female-only (including Supernumerary),,294684,294684
Round 2,"Rajkiya Engineering College,Bijnor",Information Technology,HS,OPEN,Female-only (including Supernumerary),,218315,232139
Round 2,"Rajkiya Engineering College,Azamgarh",Mechanical Engineering,HS,SC,Gender-Neutral,,782210,916705
Round 2,"Rajkiya Engineering College,Ambedkar Nagar",Information Technology,HS,ST,Gender-Neutral,,990784,990784
Round 2,"Prayag Institute Of Technology & Management,Allahabad",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),,413505,413505
Round 2,"Prayag Institute Of Technology & Management,Allahabad",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,1400869,1436538
Round 2,"Kipm College Of Engg. & Technology,Gorakhpur",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,312355,312355
Round 2,"Kipm College Of Engg. & Technology,Gorakhpur",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,611316,1168350
Round 2,"Kipm College Of Engg. & Technology,Gorakhpur",Mechanical Engineering,HS,OPEN,Gender-Neutral,,1235961,1235961
Round 2,"Prayag Institute Of Technology & Management,Allahabad",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,957490,1310215
Round 2,"Rajkiya Engineering College,Ambedkar Nagar",Civil Engineering,HS,EWS,Female-only (including Supernumerary),,669726,669726
Round 2,"Rajkiya Engineering College,Ambedkar Nagar",Electrical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,386472,386472
Round 2,"Rajkiya Engineering College,Ambedkar Nagar",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),,340340,340340
Round 2,"Rajkiya Engineering College,Ambedkar Nagar",Electrical Engineering,HS,SC,Female-only (including Supernumerary),,853184,1179553
Round 2,"Rajkiya Engineering College,Ambedkar Nagar",Electrical Engineering,HS,ST,Female-only (including Supernumerary),,1098938,1098938
Round 2,"Bansal Institute Of Engineering & Technology,Lucknow",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,222222,1403344
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),HS,EWS,Gender-Neutral,AF,744860,744860
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi) (FW),HS,OPEN,Gender-Neutral,TF,152683,306976
Round 2,"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OPEN,Female-only (including Supernumerary),,741358,741358
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,ST,Female-only (including Supernumerary),,825246,825246
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),HS,OBC-NCL,Female-only (including Supernumerary),,1054071,1054071
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),HS,SC,Gender-Neutral,,1058070,1095133
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OBC-NCL,Gender-Neutral,AF,298139,397278
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OPEN,Gender-Neutral,AF,274687,283337
Round 2,"Sanskar College Of Engineering & Technology,Ghaziabad",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,1124494,1124494
Round 2,"I.T.S. Engg.College,Gautam Buddh Nagar",Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),,1293617,1293617
Round 2,"I.T.S. Engg.College,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OPEN,Female-only (including Supernumerary),,718955,1453621
Round 2,"Institute Of Engineering & Technology,Sitapur",Artificial Intelligence And Machine Learning,HS,OPEN,Female-only (including Supernumerary),,697139,1332056
Round 2,"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,662359,662359
Round 2,"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence) (FW),HS,OPEN,Gender-Neutral,TF,1205650,1205650
Round 2,"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OPEN,Female-only (including Supernumerary),,411365,411365
Round 2,"Institute Of Engineering & Technology,Sitapur",Mechanical Engineering,HS,OPEN,Gender-Neutral,,700910,700910
Round 2,"Iimt College Of Engineering,Gautam Buddh Nagar",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,782082,782082
Round 2,"Iimt College Of Engineering,Gautam Buddh Nagar",Electronics and Communication Engineering (FW),HS,OPEN,Gender-Neutral,TF,739922,1014208
Round 2,"Iimt College Of Engineering,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),HS,OPEN,Gender-Neutral,,385111,762888
Round 2,"Institute Of Engineering & Technology,Sitapur",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,954578,954578
Round 2,"Iimt College Of Engineering,Gautam Buddh Nagar",Artificial Inelligence (AI) And Data Science,HS,OPEN,Female-only (including Supernumerary),,1027209,1027209
Round 2,"Hi-Tech. Institute Of Engineering &Technology,Ghaziabad",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,725608,1071436
Round 2,"Hi-Tech. Institute Of Engineering &Technology,Ghaziabad",Electrical Engineering (FW),HS,OPEN,Gender-Neutral,TF,1196918,1196918
Round 2,"Iimt College Of Engineering,Gautam Buddh Nagar",Artificial Inelligence (AI) And Data Science,HS,OPEN,Gender-Neutral,,469547,1243796
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),HS,SC,Female-only (including Supernumerary),,412281,1205894
Round 2,"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Mechanical Engineering,HS,OPEN,Gender-Neutral,,706597,706597
Round 2,"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Aeronautical Engineering,HS,OPEN,Female-only (including Supernumerary),,735133,735133
Round 2,"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Aeronautical Engineering,HS,OPEN,Gender-Neutral,,443939,1208931
Round 2,"Central Institute Of Petrochemicals Engineering & Technology (Cipet), Lucknow",Manufacturing Technology,HS,OPEN,Gender-Neutral,,467381,1133544
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,HS,EWS,Gender-Neutral,AF,441608,441608
Round 2,"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,HS,EWS,Gender-Neutral,,1229326,1412642
Round 2,"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,HS,EWS,Female-only (including Supernumerary),,1216696,1216696
Round 2,"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,HS,OBC-NCL,Gender-Neutral,,1025496,1385869
Round 2,"Lloyd Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),HS,OPEN,Gender-Neutral,TF,608406,608406
Round 2,"Rajkiya Engineering College,Banda",Information Technology,HS,ST,Female-only (including Supernumerary),,1000471,1000471
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),HS,EWS,Gender-Neutral,AF,689005,689005
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,HS,OBC-NCL,Gender-Neutral,,757866,1222475
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,HS,EWS,Female-only (including Supernumerary),,858727,858727
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,HS,EWS,Gender-Neutral,,691736,968378
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,HS,SC,Gender-Neutral,,1282399,1282399
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Mechanical Engineering,HS,OPEN,Female-only (including Supernumerary),,681111,681111
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,AF,628540,671441
Round 2,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,HS,SC,Gender-Neutral,,509828,509828
Round 2,"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),HS,OPEN,Gender-Neutral,,973579,973579
Round 2,"Dronacharya Group Of Institutions,Gautam Buddh Nagar",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,416466,656822
Round 2,"Lucknow Institute Of Technology,Lucknow",Computer Science and Engineering,HS,SC,Female-only (including Supernumerary),,1043206,1255938
Round 2,"Lucknow Institute Of Technology,Lucknow",Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,,828583,967202
Round 2,"Lucknow Institute Of Technology,Lucknow",Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),,551301,725523
Round 2,"Lucknow Institute Of Technology,Lucknow",Information Technology,HS,OBC-NCL,Gender-Neutral,,532903,1315399
Round 2,"Lucknow Institute Of Technology,Lucknow",Information Technology,HS,EWS,Gender-Neutral,,1123875,1123875
Round 2,"Goel Institute Of Technology & Management,Lucknow",Information Technology (FW),HS,OPEN,Gender-Neutral,TF,1030519,1126547
Round 2,"Goel Institute Of Technology & Management,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OPEN,Female-only (including Supernumerary),,731707,1139572
Round 2,"R.R.Institute Of Modern Technology,Lucknow",Civil Engineering,HS,OPEN,Gender-Neutral,,591426,972615
Round 2,"R.R.Institute Of Modern Technology,Lucknow",Electrical Engineering,HS,OPEN,Gender-Neutral,,1374124,1374124
Round 2,"R.R.Institute Of Modern Technology,Lucknow",Information Technology,HS,OPEN,Female-only (including Supernumerary),,875999,875999
Round 2,"Lucknow Institute Of Technology,Lucknow",Mechanical Engineering,HS,OPEN,Female-only (including Supernumerary),,457536,457536
Round 2,"Lucknow Institute Of Technology,Lucknow",Mechanical Engineering,HS,OPEN,Gender-Neutral,,915892,915892
Round 2,"Rajarshi Rananjay Singh Institute Of Management & Technology,Sultanpur",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,1322315,1322315
Round 2,"Rajarshi Rananjay Singh Institute Of Management & Technology,Sultanpur",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,88599,88599
Round 2,"Saraswati Higher Education & Technical College Of Engineering,Varanasi",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,1334505,1339155
Round 2,"Saraswati Higher Education & Technical College Of Engineering,Varanasi",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,790505,1388069
